MATR_ALUNO,ANO,PERIODO,SITUACAO,MEDIA_FINAL,NUM_FALTAS,DISCIPLINA
361,2014,2,Aprovado,72,10,1
361,2014,2,Reprovado,19,0,2
361,2015,1,Reprovado,18,17,2
361,2016,1,Aprovado,66,11,2
361,2014,2,Aprovado,72,0,3
361,2014,2,Reprovado,53,0,4
361,2015,1,Aprovado,67,16,4
361,2014,2,Reprovado,18,4,5
361,2015,1,Reprovado,13,16,5
361,2017,1,Reprovado,10,4,5
361,2017,2,Reprovado por Frequencia,23,20,5
362,2014,2,Aprovado,66,10,1
362,2014,2,Reprovado,29,2,2
362,2015,1,Reprovado por Frequencia,20,30,2
362,2017,1,Aprovado,63,8,2
362,2014,2,Aprovado,64,10,3
362,2014,2,Reprovado,34,6,4
362,2015,1,Reprovado por Frequencia,20,30,4
362,2017,1,Reprovado,7,0,4
362,2014,2,Dispensado,-1,-1,5
363,2014,2,Dispensado,-1,-1,1
363,2014,2,Reprovado por Frequencia,9,26,2
363,2015,1,Reprovado por Frequencia,0,58,2
363,2014,2,Reprovado por Frequencia,32,20,3
363,2015,1,Aprovado,80,16,3
363,2014,2,Reprovado por Frequencia,6,56,4
363,2014,2,Dispensado,-1,-1,5
364,2014,2,Dispensado,-1,-1,1
364,2014,2,Dispensado,-1,-1,2
364,2014,2,Aprovado,73,2,3
364,2014,2,Dispensado,-1,-1,4
364,2014,2,Dispensado,-1,-1,5
365,2014,2,Aprovado,89,0,1
365,2014,2,Reprovado,30,0,2
365,2015,1,Reprovado,52,3,2
365,2016,2,Aprovado,73,0,2
365,2014,2,Aprovado,67,0,3
365,2014,2,Aprovado,60,4,4
365,2014,2,Reprovado,16,0,5
366,2014,2,Aprovado,91,6,1
366,2014,2,Reprovado,9,0,2
366,2015,1,Aprovado,76,6,2
366,2014,2,Reprovado,49,2,3
366,2015,1,Aprovado,95,6,3
366,2014,2,Reprovado,23,4,4
366,2015,2,Aprovado,66,6,4
366,2014,2,Reprovado,16,8,5
366,2015,2,Aprovado,76,0,5
367,2014,2,Aprovado,82,4,1
367,2014,2,Reprovado,17,16,2
367,2015,1,Reprovado por Frequencia,0,64,2
367,2014,2,Aprovado,74,4,3
367,2014,2,Reprovado,45,14,4
367,2015,1,Reprovado por Frequencia,0,46,4
367,2014,2,Reprovado,41,12,5
367,2015,1,Reprovado por Frequencia,8,39,5
368,2014,2,Aprovado,100,6,1
368,2014,2,Aprovado,76,0,2
368,2014,2,Aprovado,71,2,3
368,2014,2,Aprovado,87,2,4
368,2014,2,Aprovado,62,0,5
369,2016,1,Aprovado,72,0,1
369,2015,1,Dispensado,-1,-1,2
369,2014,2,Aprovado,60,8,3
369,2014,2,Aprovado,79,18,4
369,2015,1,Dispensado,-1,-1,5
370,2014,2,Aprovado,92,4,1
370,2014,2,Reprovado,19,8,2
370,2015,1,Reprovado,45,2,2
370,2014,2,Aprovado,69,2,3
370,2014,2,Reprovado,16,10,4
370,2014,2,Reprovado,17,0,5
371,2014,2,Aprovado,78,2,1
371,2014,2,Aprovado,96,0,2
371,2014,2,Aprovado,77,0,3
371,2014,2,Aprovado,100,0,4
371,2014,2,Aprovado,74,0,5
372,2014,2,Aprovado,89,0,1
372,2014,2,Reprovado,59,0,2
372,2015,1,Equivalencia curricular,-1,-1,2
372,2014,2,Aprovado,72,0,3
372,2014,2,Aprovado,63,0,4
372,2014,2,Reprovado,30,0,5
372,2015,1,Equivalencia curricular,-1,-1,5
373,2014,2,Aprovado,94,6,1
373,2014,2,Reprovado,14,4,2
373,2015,1,Reprovado por Frequencia,15,26,2
373,2016,1,Reprovado,32,10,2
373,2014,2,Aprovado,65,8,3
373,2014,2,Reprovado,1,14,4
373,2016,1,Reprovado por Frequencia,16,20,4
373,2017,1,Reprovado,0,0,4
373,2014,2,Reprovado,18,2,5
373,2016,2,Reprovado por Frequencia,0,20,5
374,2014,2,Aprovado,87,10,1
374,2014,2,Reprovado,7,10,2
374,2015,1,Trancamento parcial,-1,-1,2
374,2016,1,Reprovado por Frequencia,13,30,2
374,2016,2,Reprovado,49,2,2
374,2017,1,Aprovado,61,6,2
374,2014,2,Aprovado,60,10,3
374,2014,2,Reprovado por Frequencia,3,30,4
374,2014,2,Reprovado,26,4,5
374,2016,1,Reprovado,44,0,5
374,2016,2,Aprovado,64,6,5
375,2014,2,Aprovado,100,4,1
375,2014,2,Reprovado,48,0,2
375,2015,1,Aprovado,60,8,2
375,2014,2,Aprovado,75,0,3
375,2014,2,Aprovado,62,0,4
375,2014,2,Reprovado,42,0,5
375,2015,1,Aprovado,73,0,5
376,2014,2,Aprovado,72,14,1
376,2014,2,Reprovado,16,0,2
376,2015,1,Reprovado por Frequencia,0,46,2
376,2014,2,Aprovado,61,10,3
376,2014,2,Reprovado,17,18,4
376,2014,2,Reprovado,20,6,5
377,2014,2,Dispensado,-1,-1,1
377,2014,2,Dispensado,-1,-1,2
377,2014,2,Aprovado,77,16,3
377,2014,2,Dispensado,-1,-1,4
377,2014,2,Dispensado,-1,-1,5
378,2014,2,Aprovado,96,6,1
378,2014,2,Reprovado,15,4,2
378,2015,1,Reprovado por Frequencia,12,30,2
378,2016,1,Reprovado,9,18,2
378,2017,1,Reprovado,20,4,2
378,2017,2,Trancamento parcial,-1,-1,2
378,2014,2,Aprovado,60,4,3
378,2014,2,Reprovado,5,12,4
378,2016,1,Reprovado,13,14,4
378,2017,1,Reprovado por Frequencia,0,72,4
378,2014,2,Reprovado,11,2,5
378,2016,2,Reprovado,4,18,5
379,2014,2,Aprovado,82,16,1
379,2014,2,Reprovado,17,10,2
379,2015,1,Aprovado,60,8,2
379,2014,2,Aprovado,67,10,3
379,2014,2,Reprovado,42,6,4
379,2015,1,Aprovado,79,8,4
379,2014,2,Reprovado,36,6,5
379,2015,1,Reprovado,38,0,5
379,2015,2,Equivalencia curricular,-1,-1,5
380,2014,2,Aprovado,86,12,1
380,2014,2,Reprovado,24,4,2
380,2015,1,Reprovado,27,14,2
380,2014,2,Aprovado,76,6,3
380,2014,2,Reprovado,31,2,4
380,2015,1,Reprovado,43,18,4
380,2014,2,Reprovado,29,0,5
380,2015,1,Reprovado,33,2,5
381,2014,2,Dispensado,-1,-1,1
381,2014,2,Dispensado,-1,-1,2
381,2014,2,Aprovado,75,2,3
381,2014,2,Dispensado,-1,-1,4
381,2014,2,Dispensado,-1,-1,5
382,2014,2,Dispensado,-1,-1,1
382,2014,2,Reprovado por Frequencia,14,30,2
382,2015,1,Reprovado por Frequencia,19,40,2
382,2016,2,Reprovado por Frequencia,0,26,2
382,2014,2,Dispensado,-1,-1,3
382,2014,2,Reprovado por Frequencia,52,20,4
382,2014,2,Reprovado por Frequencia,11,36,5
383,2014,2,Aprovado,93,6,1
383,2014,2,Aprovado,68,0,2
383,2014,2,Aprovado,76,0,3
383,2014,2,Aprovado,80,2,4
383,2014,2,Aprovado,60,2,5
384,2014,2,Dispensado,-1,-1,1
384,2014,2,Reprovado,23,4,2
384,2015,1,Aprovado,61,12,2
384,2014,2,Dispensado,-1,-1,3
384,2014,2,Dispensado,-1,-1,4
384,2014,2,Dispensado,-1,-1,5
385,2014,2,Reprovado por Frequencia,49,34,1
385,2015,1,Reprovado por Frequencia,0,44,1
385,2015,2,Reprovado por Frequencia,14,62,1
385,2014,2,Reprovado,11,18,2
385,2014,2,Reprovado por Frequencia,53,28,3
385,2015,2,Reprovado,0,2,3
385,2014,2,Reprovado por Frequencia,25,40,4
385,2014,2,Reprovado por Frequencia,22,36,5
386,2014,2,Aprovado,89,2,1
386,2014,2,Aprovado,70,0,2
386,2014,2,Aprovado,62,2,3
386,2014,2,Aprovado,71,2,4
386,2014,2,Aprovado,66,0,5
387,2014,2,Aprovado,72,10,1
387,2014,2,Reprovado,26,10,2
387,2015,1,Reprovado,1,18,2
387,2017,1,Aprovado,67,12,2
387,2014,2,Reprovado,54,10,3
387,2015,1,Aprovado,60,10,3
387,2014,2,Reprovado,25,8,4
387,2015,2,Reprovado por Frequencia,16,28,4
387,2014,2,Reprovado,26,2,5
388,2014,2,Aprovado,92,4,1
388,2014,2,Aprovado,79,8,2
388,2014,2,Aprovado,77,6,3
388,2014,2,Aprovado,60,2,4
388,2014,2,Reprovado,16,4,5
388,2015,1,Equivalencia curricular,-1,-1,5
389,2014,2,Dispensado,-1,-1,1
389,2014,2,Dispensado,-1,-1,2
389,2014,2,Dispensado,-1,-1,3
389,2014,2,Dispensado,-1,-1,4
389,2014,2,Dispensado,-1,-1,5
390,2014,2,Reprovado,49,14,1
390,2014,2,Dispensado,-1,-1,2
390,2014,2,Aprovado,90,16,3
390,2014,2,Reprovado por Frequencia,22,36,4
390,2014,2,Reprovado por Frequencia,42,26,5
391,2015,1,Dispensado,-1,-1,1
391,2015,1,Dispensado,-1,-1,2
391,2015,1,Dispensado,-1,-1,3
391,2015,1,Dispensado,-1,-1,4
391,2015,1,Dispensado,-1,-1,5
392,2014,2,Dispensado,-1,-1,1
392,2014,2,Dispensado,-1,-1,2
392,2014,2,Dispensado,-1,-1,3
392,2014,2,Dispensado,-1,-1,4
392,2014,2,Dispensado,-1,-1,5
393,2014,2,Dispensado,-1,-1,1
393,2014,2,Dispensado,-1,-1,2
393,2014,2,Dispensado,-1,-1,3
393,2014,2,Dispensado,-1,-1,4
393,2014,2,Dispensado,-1,-1,5
394,2014,2,Dispensado,-1,-1,1
394,2014,2,Dispensado,-1,-1,2
394,2014,2,Dispensado,-1,-1,3
394,2014,2,Dispensado,-1,-1,4
394,2014,2,Dispensado,-1,-1,5
395,2014,2,Aprovado,62,6,5
396,2014,2,Aprovado,82,6,1
396,2014,2,Reprovado,11,0,2
396,2015,1,Reprovado,8,16,2
396,2016,1,Reprovado por Frequencia,19,20,2
396,2014,2,Reprovado,52,2,3
396,2015,1,Aprovado,75,4,3
396,2014,2,Reprovado,21,2,4
396,2017,1,Reprovado,3,0,4
396,2014,2,Reprovado,10,2,5
396,2016,2,Reprovado,12,10,5
397,2014,2,Aprovado,85,12,1
397,2014,2,Reprovado,15,2,2
397,2016,1,Reprovado por Frequencia,12,30,2
397,2017,2,Trancamento parcial,-1,-1,2
397,2014,2,Aprovado,66,10,3
397,2014,2,Reprovado,20,6,4
397,2015,1,Reprovado por Frequencia,30,24,4
397,2016,1,Reprovado por Frequencia,27,28,4
397,2014,2,Reprovado,23,4,5
397,2015,1,Reprovado por Frequencia,11,34,5
398,2014,2,Reprovado,43,2,1
398,2015,1,Aprovado,95,4,1
398,2014,2,Reprovado,27,0,2
398,2015,1,Aprovado,65,12,2
398,2014,2,Reprovado,53,2,3
398,2015,1,Aprovado,65,10,3
398,2014,2,Aprovado,77,6,4
398,2014,2,Reprovado,6,2,5
398,2015,2,Aprovado,66,0,5
399,2014,2,Reprovado,3,16,5
400,2015,1,Aprovado,93,14,1
400,2015,1,Reprovado,37,10,2
400,2015,2,Reprovado por Frequencia,19,20,2
400,2016,1,Reprovado por Frequencia,22,28,2
400,2016,2,Reprovado por Frequencia,0,22,2
400,2015,1,Aprovado,70,14,3
400,2015,1,Aprovado,81,12,4
400,2015,1,Reprovado,29,0,5
400,2015,2,Reprovado,7,9,5
400,2016,1,Reprovado por Frequencia,21,24,5
400,2016,2,Reprovado por Frequencia,0,44,5
401,2015,1,Aprovado,91,6,1
401,2015,1,Aprovado,74,6,2
401,2015,1,Aprovado,70,4,3
401,2015,1,Aprovado,74,8,4
401,2015,1,Aprovado,68,0,5
402,2015,1,Aprovado,90,4,1
402,2015,1,Aprovado,88,2,2
402,2015,1,Aprovado,100,10,3
402,2015,1,Aprovado,95,0,4
402,2015,1,Aprovado,72,0,5
403,2015,1,Reprovado por Frequencia,0,44,1
403,2015,1,Reprovado por Frequencia,0,60,2
403,2015,1,Reprovado por Frequencia,0,34,3
403,2015,1,Reprovado por Frequencia,0,42,4
403,2015,1,Reprovado por Frequencia,11,36,5
404,2015,1,Reprovado por Frequencia,0,44,1
404,2015,2,Reprovado por Frequencia,0,62,1
404,2016,1,Aprovado,62,0,1
404,2015,1,Reprovado por Frequencia,0,60,2
404,2016,1,Reprovado,28,16,2
404,2016,2,Reprovado por Frequencia,38,22,2
404,2017,1,Aprovado,62,14,2
404,2015,1,Reprovado por Frequencia,0,40,3
404,2016,1,Aprovado,72,6,3
404,2015,1,Reprovado por Frequencia,0,36,4
404,2016,1,Reprovado,27,6,4
404,2015,1,Reprovado por Frequencia,7,56,5
404,2016,2,Aprovado,61,12,5
405,2015,1,Aprovado,97,4,1
405,2015,1,Aprovado,96,0,2
405,2015,1,Aprovado,100,8,3
405,2015,1,Aprovado,100,0,4
405,2015,1,Aprovado,83,0,5
406,2015,1,Aprovado,97,0,1
406,2015,1,Reprovado,34,0,2
406,2016,2,Aprovado,60,0,2
406,2015,1,Aprovado,65,4,3
406,2015,1,Reprovado,48,2,4
406,2017,2,Reprovado por Frequencia,2,40,4
406,2015,1,Aprovado,66,0,5
407,2015,1,Aprovado,78,4,1
407,2015,1,Aprovado,74,2,2
407,2015,1,Aprovado,75,6,3
407,2015,1,Aprovado,74,4,4
407,2015,1,Aprovado,60,0,5
408,2015,1,Aprovado,95,0,1
408,2015,1,Aprovado,79,0,2
408,2015,1,Aprovado,90,2,3
408,2015,1,Aprovado,88,6,4
408,2015,1,Aprovado,73,0,5
409,2015,1,Aprovado,78,8,1
409,2015,1,Aprovado,93,0,2
409,2015,1,Aprovado,70,4,3
409,2015,1,Aprovado,76,0,4
409,2015,1,Aprovado,71,0,5
410,2015,1,Aprovado,100,0,1
410,2015,1,Aprovado,97,0,2
410,2015,1,Aprovado,100,2,3
410,2015,1,Aprovado,100,0,4
410,2015,1,Aprovado,85,0,5
411,2015,1,Aprovado,94,8,1
411,2015,1,Aprovado,91,0,2
411,2015,1,Aprovado,95,4,3
411,2015,1,Aprovado,95,4,4
411,2015,1,Aprovado,68,0,5
412,2015,1,Aprovado,87,4,1
412,2015,1,Aprovado,79,4,2
412,2015,1,Aprovado,80,6,3
412,2015,1,Aprovado,95,4,4
412,2015,1,Aprovado,67,0,5
413,2015,1,Aprovado,80,10,1
413,2016,1,Equivalencia curricular,-1,-1,2
413,2015,1,Aprovado,65,6,3
413,2016,1,Equivalencia curricular,-1,-1,4
414,2015,1,Aprovado,74,14,1
414,2015,1,Reprovado,41,8,2
414,2015,2,Reprovado por Frequencia,19,22,2
414,2016,1,Reprovado por Frequencia,26,24,2
414,2015,1,Aprovado,65,10,3
414,2015,1,Aprovado,85,16,4
414,2015,1,Aprovado,63,2,5
415,2015,1,Dispensado,-1,-1,1
415,2015,1,Dispensado,-1,-1,2
415,2015,1,Dispensado,-1,-1,3
415,2015,1,Dispensado,-1,-1,4
415,2015,1,Dispensado,-1,-1,5
416,2015,1,Aprovado,98,2,1
416,2015,1,Reprovado,49,0,2
416,2015,2,Aprovado,78,6,2
416,2015,1,Aprovado,80,6,3
416,2015,1,Reprovado,52,2,4
416,2015,2,Aprovado,88,0,4
416,2015,1,Aprovado,62,0,5
417,2015,1,Aprovado,94,10,1
417,2015,1,Aprovado,94,8,2
417,2015,1,Aprovado,85,16,3
417,2015,1,Aprovado,100,10,4
417,2015,1,Dispensado,-1,-1,5
418,2015,1,Aprovado,87,18,1
418,2015,1,Aprovado,84,8,2
418,2015,1,Aprovado,90,14,3
418,2015,1,Aprovado,81,12,4
418,2015,1,Reprovado,18,14,5
418,2016,1,Reprovado,33,0,5
419,2015,1,Aprovado,94,2,1
419,2015,1,Aprovado,65,2,2
419,2015,1,Aprovado,75,8,3
419,2015,1,Aprovado,100,2,4
419,2015,1,Aprovado,82,0,5
420,2015,1,Aprovado,73,6,1
420,2015,1,Aprovado,78,0,2
420,2015,1,Aprovado,65,6,3
420,2015,1,Aprovado,93,4,4
420,2015,1,Aprovado,74,0,5
421,2015,1,Aprovado,97,0,1
421,2015,1,Reprovado,53,0,2
421,2016,1,Aprovado,76,0,2
421,2015,1,Aprovado,85,2,3
421,2015,1,Reprovado,52,0,4
421,2015,2,Aprovado,60,4,4
421,2015,1,Reprovado,33,0,5
421,2015,2,Aprovado,61,0,5
422,2015,1,Aprovado,87,4,1
422,2015,1,Aprovado,64,4,2
422,2015,1,Aprovado,60,6,3
422,2015,1,Aprovado,70,8,4
422,2015,1,Reprovado,30,0,5
422,2016,2,Reprovado,19,10,5
422,2017,2,Reprovado,24,2,5
423,2015,1,Aprovado,97,2,1
423,2015,1,Aprovado,64,0,2
423,2015,1,Aprovado,80,6,3
423,2015,1,Aprovado,72,4,4
423,2015,1,Aprovado,61,0,5
424,2015,1,Aprovado,91,6,1
424,2015,1,Aprovado,78,4,2
424,2015,1,Aprovado,75,8,3
424,2015,1,Aprovado,100,6,4
424,2015,1,Aprovado,69,0,5
425,2015,2,Equivalencia curricular,-1,-1,1
425,2015,1,Dispensado,-1,-1,2
425,2015,1,Dispensado,-1,-1,3
425,2016,1,Reprovado por Frequencia,28,28,4
425,2015,1,Dispensado,-1,-1,5
426,2015,1,Aprovado,78,0,2
426,2015,1,Aprovado,95,2,3
426,2015,1,Equivalencia curricular,-1,-1,5
427,2015,2,Aprovado,68,6,1
427,2015,1,Aprovado,67,0,2
427,2016,2,Aprovado,67,4,3
427,2015,1,Dispensado,-1,-1,5
428,2015,1,Reprovado por Frequencia,0,26,3
429,2016,2,Aprovado,91,4,1
429,2016,1,Aprovado,90,0,2
429,2016,1,Aprovado,88,6,3
429,2016,1,Aprovado,71,0,4
429,2016,2,Aprovado,67,0,5
430,2016,1,Aprovado,65,0,1
430,2015,1,Dispensado,-1,-1,2
430,2016,1,Aprovado,74,8,3
430,2016,1,Aprovado,100,4,4
430,2016,2,Aprovado,66,16,5
431,2015,1,Dispensado,-1,-1,3
432,2015,2,Aprovado,68,6,1
432,2016,1,Aprovado,81,4,2
432,2016,1,Aprovado,72,8,3
432,2016,1,Aprovado,74,6,4
432,2016,2,Aprovado,71,2,5
433,2015,1,Dispensado,-1,-1,1
433,2015,1,Aprovado,60,2,2
433,2015,1,Aprovado,100,12,3
433,2016,1,Reprovado por Frequencia,0,42,4
434,2015,1,Dispensado,-1,-1,1
434,2015,1,Dispensado,-1,-1,2
434,2015,1,Dispensado,-1,-1,3
434,2015,1,Dispensado,-1,-1,4
434,2015,1,Dispensado,-1,-1,5
435,2016,1,Reprovado por Frequencia,38,30,1
435,2016,1,Reprovado por Frequencia,6,28,2
435,2016,1,Reprovado,2,18,4
436,2016,1,Reprovado por Frequencia,25,40,1
436,2015,1,Reprovado,22,16,2
436,2016,1,Reprovado por Frequencia,13,21,2
436,2015,1,Dispensado,-1,-1,3
436,2016,1,Reprovado,12,16,4
437,2015,1,Aprovado,74,12,1
437,2015,1,Reprovado,23,8,2
437,2015,2,Aprovado,60,16,2
437,2015,1,Aprovado,60,10,3
437,2015,1,Reprovado por Frequencia,37,22,4
437,2016,1,Aprovado,83,12,4
437,2015,1,Reprovado,24,10,5
437,2016,1,Reprovado por Frequencia,10,23,5
437,2016,2,Aprovado,60,18,5
438,2015,1,Aprovado,90,6,1
438,2015,1,Aprovado,79,0,2
438,2015,1,Aprovado,80,8,3
438,2015,1,Aprovado,86,2,4
438,2015,1,Aprovado,63,0,5
439,2015,1,Aprovado,69,12,1
439,2015,1,Reprovado por Frequencia,10,40,2
439,2016,1,Reprovado por Frequencia,0,30,2
439,2016,2,Reprovado,1,6,2
439,2017,1,Reprovado,6,16,2
439,2017,2,Reprovado por Frequencia,0,46,2
439,2015,1,Aprovado,65,10,3
439,2015,1,Reprovado por Frequencia,13,22,4
439,2016,1,Reprovado por Frequencia,1,22,4
439,2017,1,Reprovado,3,2,4
439,2015,1,Reprovado por Frequencia,14,23,5
439,2016,2,Reprovado por Frequencia,3,30,5
439,2017,2,Reprovado,7,2,5
440,2015,1,Reprovado por Frequencia,0,42,1
440,2015,1,Reprovado por Frequencia,0,60,2
440,2015,1,Reprovado por Frequencia,0,40,3
440,2015,1,Reprovado por Frequencia,0,48,4
440,2015,1,Reprovado por Frequencia,0,44,5
441,2015,1,Aprovado,94,4,1
441,2015,1,Aprovado,89,2,2
441,2015,1,Aprovado,95,2,3
441,2015,1,Aprovado,89,2,4
441,2015,1,Aprovado,81,0,5
442,2015,1,Reprovado por Frequencia,0,44,1
442,2015,1,Reprovado por Frequencia,0,50,2
442,2015,1,Reprovado por Frequencia,0,36,3
442,2015,1,Reprovado por Frequencia,0,38,4
442,2015,1,Reprovado por Frequencia,0,55,5
443,2015,1,Aprovado,95,4,1
443,2015,1,Aprovado,86,0,2
443,2015,1,Aprovado,70,0,3
443,2015,1,Aprovado,100,4,4
443,2015,1,Aprovado,88,0,5
444,2015,1,Reprovado,40,4,1
444,2017,1,Reprovado,55,6,1
444,2015,1,Reprovado,33,4,2
444,2015,2,Aprovado,62,8,2
444,2015,1,Aprovado,75,6,3
444,2015,1,Reprovado,48,0,4
444,2016,2,Reprovado por Frequencia,26,28,4
444,2017,1,Reprovado,30,0,4
444,2015,1,Reprovado,36,0,5
444,2015,2,Reprovado,12,10,5
445,2015,1,Aprovado,100,4,1
445,2015,1,Aprovado,97,2,2
445,2015,1,Aprovado,100,2,3
445,2015,1,Aprovado,100,0,4
445,2015,1,Aprovado,93,0,5
446,2015,1,Reprovado por Frequencia,53,44,1
446,2015,2,Aprovado,60,18,1
446,2015,1,Reprovado por Frequencia,0,60,2
446,2016,1,Reprovado por Frequencia,0,36,2
446,2015,1,Reprovado por Frequencia,0,26,3
446,2016,1,Reprovado por Frequencia,0,26,3
446,2015,1,Reprovado por Frequencia,0,44,4
446,2015,1,Reprovado por Frequencia,0,39,5
447,2015,1,Aprovado,71,4,1
447,2015,1,Reprovado,49,0,2
447,2016,1,Reprovado,44,0,2
447,2017,2,Equivalencia curricular,-1,-1,2
447,2015,1,Aprovado,100,12,3
447,2015,1,Reprovado,29,4,4
447,2015,1,Reprovado por Frequencia,12,23,5
447,2017,2,Reprovado,17,16,5
448,2015,1,Reprovado,46,4,2
448,2016,1,Aprovado,69,16,2
448,2015,1,Aprovado,73,10,4
449,2015,1,Dispensado,-1,-1,1
449,2015,1,Dispensado,-1,-1,2
449,2015,1,Aprovado,60,16,3
449,2015,1,Dispensado,-1,-1,4
449,2015,1,Dispensado,-1,-1,5
450,2015,1,Aprovado,87,16,1
450,2015,1,Dispensado,-1,-1,2
450,2015,1,Aprovado,60,16,3
450,2015,1,Aprovado,94,18,4
450,2015,1,Aprovado,67,0,5
451,2015,1,Aprovado,78,10,1
451,2015,1,Reprovado por Frequencia,17,36,2
451,2016,1,Aprovado,60,6,2
451,2015,1,Aprovado,70,14,3
451,2015,1,Reprovado,25,18,4
451,2016,1,Aprovado,88,6,4
451,2015,1,Reprovado por Frequencia,11,30,5
451,2017,1,Reprovado,0,6,5
451,2017,2,Reprovado,11,2,5
452,2015,1,Aprovado,94,16,1
452,2015,1,Reprovado por Frequencia,15,45,2
452,2016,1,Reprovado por Frequencia,0,46,2
452,2015,1,Reprovado por Frequencia,0,24,3
452,2015,2,Reprovado,19,0,3
452,2016,1,Reprovado por Frequencia,0,28,3
452,2015,1,Aprovado,62,6,4
452,2015,1,Reprovado por Frequencia,22,24,5
453,2015,1,Aprovado,97,6,1
453,2015,1,Aprovado,87,4,2
453,2015,1,Aprovado,90,4,3
453,2015,1,Aprovado,98,4,4
453,2015,1,Aprovado,75,0,5
454,2015,1,Aprovado,94,6,1
454,2015,1,Aprovado,78,0,2
454,2015,1,Aprovado,100,14,3
454,2015,1,Aprovado,74,0,4
454,2015,1,Aprovado,70,0,5
455,2015,1,Aprovado,90,2,1
455,2015,1,Aprovado,83,0,2
455,2015,1,Aprovado,85,6,3
455,2015,1,Aprovado,91,0,4
455,2015,1,Aprovado,74,0,5
456,2015,1,Aprovado,91,18,1
456,2015,1,Reprovado por Frequencia,9,30,2
456,2016,1,Reprovado por Frequencia,0,34,2
456,2015,1,Aprovado,90,16,3
456,2015,1,Reprovado por Frequencia,3,34,4
456,2015,2,Trancamento parcial,-1,-1,4
456,2016,1,Reprovado por Frequencia,0,40,4
456,2015,1,Reprovado por Frequencia,0,39,5
457,2015,1,Reprovado por Frequencia,72,36,1
457,2015,2,Reprovado por Frequencia,0,62,1
457,2016,1,Reprovado por Frequencia,0,72,1
457,2015,1,Reprovado por Frequencia,0,60,2
457,2016,1,Reprovado por Frequencia,0,34,2
457,2015,1,Reprovado por Frequencia,35,26,3
457,2015,2,Reprovado,0,2,3
457,2016,1,Reprovado por Frequencia,0,28,3
457,2015,1,Reprovado por Frequencia,27,30,4
457,2016,1,Reprovado por Frequencia,0,42,4
457,2015,1,Reprovado por Frequencia,7,54,5
458,2015,1,Aprovado,97,4,1
458,2015,1,Aprovado,60,6,2
458,2015,1,Aprovado,80,8,3
458,2015,1,Aprovado,69,4,4
458,2015,1,Reprovado,48,0,5
458,2015,2,Trancamento parcial,-1,-1,5
458,2015,2,Equivalencia curricular,-1,-1,5
459,2015,1,Dispensado,-1,-1,1
459,2015,1,Dispensado,-1,-1,2
459,2015,1,Aprovado,65,10,3
459,2015,1,Dispensado,-1,-1,4
459,2015,1,Dispensado,-1,-1,5
460,2015,1,Aprovado,90,2,1
460,2015,1,Reprovado,32,18,2
460,2015,2,Reprovado,45,6,2
460,2016,1,Reprovado,18,10,2
460,2016,2,Reprovado,28,8,2
460,2017,2,Aprovado,69,16,2
460,2015,1,Aprovado,65,6,3
460,2015,1,Aprovado,66,4,4
460,2015,1,Reprovado,36,0,5
460,2015,2,Reprovado,26,10,5
460,2016,1,Reprovado por Frequencia,13,23,5
460,2017,2,Reprovado,11,2,5
461,2015,1,Aprovado,76,10,1
461,2015,1,Reprovado por Frequencia,0,50,2
461,2016,1,Reprovado por Frequencia,0,30,2
461,2016,2,Reprovado por Frequencia,0,24,2
461,2015,1,Aprovado,65,12,3
461,2015,1,Reprovado por Frequencia,5,28,4
461,2016,1,Reprovado,1,18,4
461,2015,1,Reprovado por Frequencia,9,34,5
462,2015,1,Aprovado,91,6,1
462,2015,1,Aprovado,78,2,2
462,2015,1,Aprovado,65,5,3
462,2015,1,Aprovado,88,0,4
462,2015,1,Aprovado,74,0,5
463,2015,1,Dispensado,-1,-1,1
463,2015,1,Dispensado,-1,-1,2
463,2015,1,Dispensado,-1,-1,3
463,2016,1,Aprovado,95,12,4
463,2015,1,Dispensado,-1,-1,5
464,2015,1,Aprovado,93,4,1
464,2015,1,Reprovado por Frequencia,23,30,2
464,2016,1,Reprovado por Frequencia,22,21,2
464,2016,2,Reprovado,30,18,2
464,2015,1,Aprovado,90,16,3
464,2015,1,Reprovado,14,14,4
464,2015,2,Reprovado,19,16,4
464,2016,1,Aprovado,60,10,4
464,2015,1,Reprovado,23,9,5
464,2016,1,Reprovado,20,0,5
464,2016,2,Reprovado por Frequencia,16,20,5
465,2015,1,Dispensado,-1,-1,1
465,2015,1,Dispensado,-1,-1,2
465,2015,1,Aprovado,80,10,3
465,2015,1,Aprovado,91,14,4
465,2015,1,Dispensado,-1,-1,5
466,2015,1,Aprovado,72,17,1
466,2015,1,Aprovado,62,12,2
466,2015,1,Aprovado,75,16,3
466,2015,1,Aprovado,67,18,4
466,2015,1,Aprovado,68,1,5
467,2015,1,Dispensado,-1,-1,1
467,2015,1,Dispensado,-1,-1,2
467,2015,1,Dispensado,-1,-1,3
467,2015,1,Aprovado,90,10,4
467,2015,1,Dispensado,-1,-1,5
468,2015,1,Aprovado,74,4,1
468,2015,1,Aprovado,60,6,2
468,2015,1,Aprovado,85,10,3
468,2015,1,Reprovado,49,8,4
468,2015,1,Aprovado,66,0,5
469,2015,1,Aprovado,74,6,1
469,2015,1,Reprovado,22,2,2
469,2015,2,Reprovado,51,10,2
469,2015,1,Aprovado,90,2,3
469,2015,1,Reprovado,37,6,4
469,2015,2,Aprovado,60,2,4
